ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775541191.054,0,,1819456,1852908,61596660,145146296,,,
1775541198.970,1,,1832048,1852908,61598048,145146296,,,
1775541206.946,2,,1837768,1852908,61599428,145146296,,,
1775541524.859,0,,1815036,1857052,61595296,145146296,,,
1775541532.407,1,,1828532,1857052,61595304,145146296,,,
1775541539.908,2,,1834728,1857052,61595312,145146296,,,
1775541547.411,3,,1840724,1857052,61595320,145146296,,,
1775541554.918,4,,1846628,1857052,61595324,145146296,,,
1775541562.504,5,,1852536,1857052,61595328,145146296,,,
1775541570.032,6,,1855640,1857052,61595332,145146296,,,
1775541577.437,7,,1859660,1859660,61595336,145146296,,,
1775541584.840,8,,1864068,1864068,61595340,145146296,,,
1775541592.279,9,,1868664,1868664,61595344,145146296,,,
1775541599.651,10,,1874060,1874060,61595348,145146296,,,
1775541607.023,11,,1879524,1879524,61595352,145146296,,,
1775541614.438,12,,1880308,1880308,61595356,145146296,,,
1775541621.819,13,,1881008,1881008,61595360,145146296,,,
1775541629.252,14,,1886004,1886004,61595364,145146296,,,
1775541636.677,15,,1888312,1888312,61595368,145146296,,,
1775541644.152,16,,1890288,1890288,61595372,145146296,,,
1775541651.551,17,,1891124,1891124,61595376,145146296,,,
1775541658.918,18,,1894488,1894488,61595380,145146296,,,
1775541666.322,19,,1896568,1896568,61595384,145146296,,,
1775541673.662,20,,1898884,1898884,61595388,145146296,,,
1775541681.157,21,,1901848,1901848,61595392,145146296,,,
1775541688.647,22,,1904136,1904136,61595400,145146296,,,
1775541696.096,23,,1908172,1908172,61595404,145146296,,,
1775541703.614,24,,1910488,1910488,61595408,145146296,,,
1775541711.108,25,,1913636,1913636,61595412,145146296,,,
1775541718.536,26,,1916388,1916388,61595416,145146296,,,
1775541725.892,27,,1918712,1918712,61595420,145146296,,,
1775541733.359,28,,1919552,1919552,61595424,145146296,,,
1775541740.770,29,,1922776,1922776,61595428,145146296,,,
1775541748.149,30,,1924844,1924844,61595432,145146296,,,
1775541755.623,31,,1927108,1927108,61595436,145146296,,,
1775543700.657,0,,1812248,1858324,61595296,145146296,,,
1775543727.919,1,,1825860,1858324,61595304,145146296,,,
1775543755.198,2,,1829912,1858324,61595312,145146296,,,
1775543785.655,3,,1833428,1858324,61595320,145146296,,,
1775543817.082,4,,1838808,1858324,61595324,145146296,,,
1775543849.109,5,,1843244,1858324,61595328,145146296,,,
1775543883.810,6,,1847724,1858324,61595332,145146296,,,
1775543918.563,7,,1851724,1858324,61595336,145146296,,,
1775543953.756,8,,1855896,1858324,61595340,145146296,,,
1775543991.569,9,,1860716,1860716,61595344,145146296,,,
1775544029.785,10,,1863768,1863768,61595348,145146296,,,
1775544071.397,11,,1867732,1867732,61595352,145146296,,,
1775544113.196,12,,1870428,1870428,61595356,145146296,,,
1775544158.121,13,,1874028,1874028,61595360,145146296,,,
1775544203.185,14,,1875948,1875948,61595364,145146296,,,
1775544247.641,15,,1879480,1879480,61595368,145146296,,,
1775544291.314,16,,1881180,1881180,61595372,145146296,,,
1775544335.124,17,,1885344,1885344,61595376,145146296,,,
