ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775542121.179,0,,1302372,1302372,60638396,61062736,,,
1775542122.305,1,,1311388,1311388,60638408,62630020,,,
1775542123.419,2,,1316364,1316364,60638420,62630032,,,
1775542124.536,3,,1320504,1320504,60638428,62630044,,,
1775542125.661,4,,1326748,1326748,60638440,62630052,,,
1775542126.763,5,,1333344,1333344,60638452,62630064,,,
1775542127.869,6,,1336332,1336332,60638464,62630076,,,
1775542128.960,7,,1339996,1339996,60638476,62825664,,,
1775542130.056,8,,1345392,1345392,60638484,62825664,,,
1775542131.183,9,,1348068,1348068,60638496,62825664,,,
1775542132.306,10,,1351700,1351700,60638508,62825664,,,
1775542133.435,11,,1355684,1355684,60638516,62825664,,,
1775542134.548,12,,1359824,1359824,60638524,62825664,,,
1775542135.608,13,,1363376,1363376,60638536,62825664,,,
1775542136.601,14,,1366072,1366072,60638544,62825664,,,
1775542137.625,15,,1369592,1369592,60638556,62825664,,,
1775542138.616,16,,1373540,1373540,60638568,62825664,,,
1775542139.602,17,,1374832,1374832,60638576,62825664,,,
1775542140.578,18,,1376764,1376764,60638588,62825664,,,
1775542141.578,19,,1379916,1379916,60638596,62825664,,,
1775542142.593,20,,1382824,1382824,60638604,62825664,,,
1775542143.643,21,,1384944,1384944,60638612,62825804,,,
1775542144.651,22,,1386668,1386668,60638624,62825804,,,
1775542145.635,23,,1389452,1389452,60638632,62825804,,,
1775542146.624,24,,1393880,1393880,60638644,62825804,,,
1775542147.599,25,,1394508,1394508,60638652,62825848,,,
1775542148.581,26,,1398088,1398088,60638664,62825848,,,
1775542149.573,27,,1399128,1399128,60638676,62825848,,,
1775542150.581,28,,1400020,1400020,60638688,62825848,,,
1775542151.600,29,,1400232,1400232,60638700,62825848,,,
1775542152.677,30,,1402372,1402372,60638712,62825848,,,
1775542153.729,31,,1404032,1404032,60638724,62825848,,,
1775542154.795,32,,1407568,1407568,60638732,62825848,,,
1775542155.788,33,,1407980,1407980,60638740,62825848,,,
1775542156.773,34,,1409020,1409020,60638748,62825848,,,
1775542157.745,35,,1410512,1410512,60638756,62825848,,,
1775542158.714,36,,1410960,1410960,60638764,62825848,,,
1775542159.669,37,,1410976,1410976,60638772,62825968,,,
1775542160.620,38,,1411868,1411868,60638780,62825968,,,
1775542161.609,39,,1414440,1414440,60638788,62825968,,,
1775542162.604,40,,1414648,1414648,60638796,62825968,,,
1775542163.613,41,,1416920,1416920,60638804,62825968,,,
1775542164.599,42,,1418996,1418996,60638812,62825968,,,
1775542165.588,43,,1419204,1419204,60638820,62825968,,,
