ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775542030.505,0,,1314016,1314016,60638396,61062736,,,
1775542031.471,1,,1323708,1323708,60638408,62630044,,,
1775542032.429,2,,1330800,1330800,60638420,62630056,,,
1775542033.396,3,,1336196,1336196,60638428,62630068,,,
1775542034.363,4,,1341440,1341440,60638440,62630072,,,
1775542035.326,5,,1347048,1347048,60638448,62630088,,,
1775542036.298,6,,1350936,1350936,60638460,62630092,,,
1775542037.254,7,,1353676,1353676,60638472,62630104,,,
1775542038.203,8,,1355552,1355552,60638484,62630120,,,
1775542039.151,9,,1359844,1359844,60638492,62630132,,,
1775542040.115,10,,1364836,1364836,60638500,62630136,,,
1775542041.082,11,,1369196,1369196,60638508,62630144,,,
1775542042.068,12,,1373888,1373888,60638516,62630152,,,
1775542043.024,13,,1377616,1377616,60638528,62630164,,,
1775542043.982,14,,1379148,1379148,60638536,62630172,,,
1775542044.938,15,,1381852,1381852,60638548,62630180,,,
1775542045.889,16,,1384592,1384592,60638556,62630192,,,
1775542046.839,17,,1389560,1389560,60638564,62630204,,,
1775542047.800,18,,1394020,1394020,60638572,62630212,,,
1775542048.748,19,,1396756,1396756,60638584,62630220,,,
1775542049.705,20,,1399840,1399840,60638596,62630232,,,
1775542050.676,21,,1403776,1403776,60638608,62630244,,,
1775542051.637,22,,1404488,1404488,60638620,62630256,,,
1775542052.602,23,,1406848,1406848,60638632,62630268,,,
1775542053.581,24,,1409544,1409544,60638640,62630276,,,
1775542054.552,25,,1412860,1412860,60638652,62630288,,,
1775542055.508,26,,1413932,1413932,60638664,62630300,,,
1775542056.449,27,,1417264,1417264,60638676,62630312,,,
1775542057.402,28,,1418512,1418512,60638684,62630324,,,
1775542058.346,29,,1419968,1419968,60638692,62630332,,,
1775542059.308,30,,1421420,1421420,60638704,62630336,,,
1775542060.279,31,,1424116,1424116,60638716,62630352,,,
1775542061.269,32,,1427160,1427160,60638724,62630364,,,
1775542062.236,33,,1430188,1430188,60638736,62630372,,,
1775542063.215,34,,1431648,1431648,60638744,62630384,,,
1775542064.176,35,,1433132,1433132,60638752,62630392,,,
1775542065.135,36,,1435684,1435684,60638764,62630400,,,
1775542066.082,37,,1436936,1436936,60638772,62630412,,,
1775542067.063,38,,1436980,1436980,60638780,62630420,,,
1775542068.008,39,,1437600,1437600,60638788,62630428,,,
1775542068.973,40,,1440772,1440772,60638796,62630436,,,
1775542069.940,41,,1442556,1442556,60638804,62630444,,,
1775542070.922,42,,1442560,1442560,60638812,62630452,,,
1775542071.893,43,,1445668,1445668,60638820,62630456,,,
1775542072.860,44,,1445872,1445872,60638828,62630464,,,
1775542073.839,45,,1446472,1446472,60638836,62630476,,,
1775542074.800,46,,1447404,1447404,60638844,62630480,,,
1775542075.766,47,,1447408,1447408,60638852,62630492,,,
1775542076.728,48,,1448032,1448032,60638860,62630496,,,
1775542077.689,49,,1449480,1449480,60638868,62630504,,,
1775542078.640,50,,1449904,1449904,60638876,62630512,,,
1775542079.600,51,,1451848,1451848,60638884,62630524,,,
1775542080.569,52,,1453300,1453300,60638892,62630528,,,
1775542081.545,53,,1453300,1453300,60638900,62630540,,,
1775542082.523,54,,1454960,1454960,60638908,62630548,,,
1775542083.515,55,,1454960,1454960,60638920,62630556,,,
1775542084.487,56,,1455104,1455104,60638928,62630568,,,
1775542085.479,57,,1457188,1457188,60638936,62630576,,,
1775542086.439,58,,1457192,1457192,60638944,62630584,,,
1775542087.394,59,,1458228,1458228,60638952,62630588,,,
1775542088.327,60,,1458236,1458236,60638960,62630600,,,
1775542089.288,61,,1459276,1459276,60638968,62630608,,,
1775542090.252,62,,1459284,1459284,60638976,62630616,,,
1775542091.231,63,,1459292,1459292,60638984,62630624,,,
1775542092.207,64,,1460124,1460124,60638992,62630628,,,
1775542093.181,65,,1460184,1460184,60639000,62630640,,,
1775542094.148,66,,1461016,1461016,60639008,62630648,,,
1775542095.121,67,,1461848,1461848,60639016,62630652,,,
1775542096.074,68,,1461852,1461852,60639024,62630664,,,
1775542097.041,69,,1463284,1463284,60639032,62630672,,,
1775542097.990,70,,1463900,1463900,60639040,62630680,,,
1775542098.939,71,,1463900,1463900,60639048,62826260,,,
1775542099.882,72,,1463904,1463904,60639056,62826260,,,
1775542100.841,73,,1463904,1463904,60639064,62826260,,,
1775542101.828,74,,1465976,1465976,60639076,62826260,,,
1775542102.790,75,,1467224,1467224,60639084,62826260,,,
1775542103.764,76,,1467636,1467636,60639092,62826260,,,
1775542104.737,77,,1468464,1468464,60639100,62826260,,,
1775542105.699,78,,1468472,1468472,60639108,62826260,,,
1775542106.653,79,,1468736,1468736,60639116,62826260,,,
1775542107.606,80,,1469004,1469004,60639124,62826260,,,
1775542108.554,81,,1469428,1469428,60639132,62826260,,,
1775542109.532,82,,1469432,1469432,60639140,62826260,,,
